Set ID,Standard ID,Standard Description,Content Kind,Content Title,Content URL
NGSS.MS,MS-PS4.B.3,"A wave model of light is useful for explaining brightness, color, and the frequency-dependent bending of light at a surface between media. ",Video,Human eye,https://www.khanacademy.org/science/ms-physics/x1baed5db7c1bb50b:waves/x1baed5db7c1bb50b:electromagnetic-waves/v/structure-of-human-eye
NGSS.MS,MS-PS4.B.3,"A wave model of light is useful for explaining brightness, color, and the frequency-dependent bending of light at a surface between media. ",Video,The electromagnetic spectrum,https://www.khanacademy.org/science/ms-physics/x1baed5db7c1bb50b:waves/x1baed5db7c1bb50b:electromagnetic-waves/v/the-electromagnetic-spectrum
NGSS.MS,MS-PS4.B.3,"A wave model of light is useful for explaining brightness, color, and the frequency-dependent bending of light at a surface between media. ",Exercise,Understand: electromagnetic waves,https://www.khanacademy.org/science/ms-physics/x1baed5db7c1bb50b:waves/x1baed5db7c1bb50b:electromagnetic-waves/e/understand-absorption-and-reflection
NGSS.MS,MS-PS4.B.4,"However, because light can travel through space, it cannot be a matter wave, like sound or water waves. ",Exercise,Apply: electromagnetic waves,https://www.khanacademy.org/science/ms-physics/x1baed5db7c1bb50b:waves/x1baed5db7c1bb50b:electromagnetic-waves/e/apply-absorption-and-reflection
NGSS.MS,MS-PS4.B.4,"However, because light can travel through space, it cannot be a matter wave, like sound or water waves. ",Article,Electromagnetic waves,https://www.khanacademy.org/science/ms-physics/x1baed5db7c1bb50b:waves/x1baed5db7c1bb50b:electromagnetic-waves/a/electromagnetic-waves
NGSS.MS,MS-PS4.B.4,"However, because light can travel through space, it cannot be a matter wave, like sound or water waves. ",Video,The electromagnetic spectrum,https://www.khanacademy.org/science/ms-physics/x1baed5db7c1bb50b:waves/x1baed5db7c1bb50b:electromagnetic-waves/v/the-electromagnetic-spectrum
NGSS.MS,MS-PS4.B.4,"However, because light can travel through space, it cannot be a matter wave, like sound or water waves. ",Exercise,Understand: electromagnetic waves,https://www.khanacademy.org/science/ms-physics/x1baed5db7c1bb50b:waves/x1baed5db7c1bb50b:electromagnetic-waves/e/understand-absorption-and-reflection
NGSS.MS,MS-LS1-1,Conduct an investigation to provide evidence that living things are made of cells; either one cell or many different numbers and types of cells.,Video,Cells and organisms,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:cells-organisms/v/ms-cells-and-organisms
NGSS.MS,MS-LS1-1,Conduct an investigation to provide evidence that living things are made of cells; either one cell or many different numbers and types of cells.,Article,Cells and organisms,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:cells-organisms/a/cells-and-organisms
NGSS.MS,MS-LS1-1,Conduct an investigation to provide evidence that living things are made of cells; either one cell or many different numbers and types of cells.,Exercise,Understand: cells and organisms,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:cells-organisms/e/understand-cells-and-organisms
NGSS.MS,MS-LS1-2,Develop and use a model to describe the function of a cell as a whole and ways parts of cells contribute to the function.,Exercise,Apply: cell parts and functions,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:cell-parts-and-functions/e/apply-cell-parts-and-functions
NGSS.MS,MS-LS1-2,Develop and use a model to describe the function of a cell as a whole and ways parts of cells contribute to the function.,Article,Cell parts and functions,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:cell-parts-and-functions/a/cell-parts-and-functions
NGSS.MS,MS-LS1-2,Develop and use a model to describe the function of a cell as a whole and ways parts of cells contribute to the function.,Video,Cell parts and their functions,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:cell-parts-and-functions/v/cell-parts-and-their-functions
NGSS.MS,MS-LS1-2,Develop and use a model to describe the function of a cell as a whole and ways parts of cells contribute to the function.,Video,Comparing animal and plant cells,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:cell-parts-and-functions/v/comparing-animal-and-plant-cells
NGSS.MS,MS-LS1-2,Develop and use a model to describe the function of a cell as a whole and ways parts of cells contribute to the function.,Exercise,Understand: cell parts and functions,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:cell-parts-and-functions/e/understand-cell-parts-and-functions
NGSS.MS,MS-LS1-3,Use argument supported by evidence for how the body is a system of interacting subsystems composed of groups of cells.,Video,Organization in the human body,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:organization-in-the-human-body/v/ms-organization-in-the-human-body
NGSS.MS,MS-LS1-3,Use argument supported by evidence for how the body is a system of interacting subsystems composed of groups of cells.,Article,Organization in the human body,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:organization-in-the-human-body/a/organization-in-the-human-body
NGSS.MS,MS-LS1-3,Use argument supported by evidence for how the body is a system of interacting subsystems composed of groups of cells.,Exercise,Understand: organization in the human body,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:organization-in-the-human-body/e/understand-organization-in-the-human-body
NGSS.MS,MS-LS1-8,Gather and synthesize information that sensory receptors respond to stimuli by sending messages to the brain for immediate behavior or storage as memories.,Video,Sensory processing and the brain,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:sensory-processing-and-the-brain/v/ms-sensory-processing-and-the-brain
NGSS.MS,MS-LS1-8,Gather and synthesize information that sensory receptors respond to stimuli by sending messages to the brain for immediate behavior or storage as memories.,Article,Sensory processing and the brain,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:sensory-processing-and-the-brain/a/sensory-processing-and-the-brain
NGSS.MS,MS-LS1-8,Gather and synthesize information that sensory receptors respond to stimuli by sending messages to the brain for immediate behavior or storage as memories.,Exercise,Understand: sensory processing and the brain,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:sensory-processing-and-the-brain/e/understand-sensory-processing-and-the-brain
NGSS.MS,MS-LS1.A.1,"All living things are made up of cells, which is the smallest unit that can be said to be alive. An organism may consist of one single cell (unicellular) or many different numbers and types of cells (multicellular).",Video,Cells and organisms,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:cells-organisms/v/ms-cells-and-organisms
NGSS.MS,MS-LS1.A.1,"All living things are made up of cells, which is the smallest unit that can be said to be alive. An organism may consist of one single cell (unicellular) or many different numbers and types of cells (multicellular).",Article,Cells and organisms,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:cells-organisms/a/cells-and-organisms
NGSS.MS,MS-LS1.A.1,"All living things are made up of cells, which is the smallest unit that can be said to be alive. An organism may consist of one single cell (unicellular) or many different numbers and types of cells (multicellular).",Exercise,Understand: cells and organisms,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:cells-organisms/e/understand-cells-and-organisms
NGSS.MS,MS-LS1.A.2,"Within cells, special structures are responsible for particular functions, and the cell membrane forms the boundary that controls what enters and leaves the cell.",Exercise,Apply: cell parts and functions,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:cell-parts-and-functions/e/apply-cell-parts-and-functions
NGSS.MS,MS-LS1.A.2,"Within cells, special structures are responsible for particular functions, and the cell membrane forms the boundary that controls what enters and leaves the cell.",Article,Cell parts and functions,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:cell-parts-and-functions/a/cell-parts-and-functions
NGSS.MS,MS-LS1.A.2,"Within cells, special structures are responsible for particular functions, and the cell membrane forms the boundary that controls what enters and leaves the cell.",Video,Cell parts and their functions,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:cell-parts-and-functions/v/cell-parts-and-their-functions
NGSS.MS,MS-LS1.A.2,"Within cells, special structures are responsible for particular functions, and the cell membrane forms the boundary that controls what enters and leaves the cell.",Video,Comparing animal and plant cells,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:cell-parts-and-functions/v/comparing-animal-and-plant-cells
NGSS.MS,MS-LS1.A.2,"Within cells, special structures are responsible for particular functions, and the cell membrane forms the boundary that controls what enters and leaves the cell.",Exercise,Understand: cell parts and functions,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:cell-parts-and-functions/e/understand-cell-parts-and-functions
NGSS.MS,MS-LS1.A.3,"In multicellular organisms, the body is a system of multiple interacting subsystems. These subsystems are groups of cells that work together to form tissues and organs that are specialized for particular body functions.",Video,Organization in the human body,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:organization-in-the-human-body/v/ms-organization-in-the-human-body
NGSS.MS,MS-LS1.A.3,"In multicellular organisms, the body is a system of multiple interacting subsystems. These subsystems are groups of cells that work together to form tissues and organs that are specialized for particular body functions.",Article,Organization in the human body,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:organization-in-the-human-body/a/organization-in-the-human-body
NGSS.MS,MS-LS1.A.3,"In multicellular organisms, the body is a system of multiple interacting subsystems. These subsystems are groups of cells that work together to form tissues and organs that are specialized for particular body functions.",Exercise,Understand: organization in the human body,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:organization-in-the-human-body/e/understand-organization-in-the-human-body
NGSS.MS,MS-LS1.D.1,"Each sense receptor responds to different inputs (electromagnetic, mechanical, chemical), transmitting them as signals that travel along nerve cells to the brain. The signals are then processed in the brain, resulting in immediate behaviors or memories.",Video,Sensory processing and the brain,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:sensory-processing-and-the-brain/v/ms-sensory-processing-and-the-brain
NGSS.MS,MS-LS1.D.1,"Each sense receptor responds to different inputs (electromagnetic, mechanical, chemical), transmitting them as signals that travel along nerve cells to the brain. The signals are then processed in the brain, resulting in immediate behaviors or memories.",Article,Sensory processing and the brain,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:sensory-processing-and-the-brain/a/sensory-processing-and-the-brain
NGSS.MS,MS-LS1.D.1,"Each sense receptor responds to different inputs (electromagnetic, mechanical, chemical), transmitting them as signals that travel along nerve cells to the brain. The signals are then processed in the brain, resulting in immediate behaviors or memories.",Exercise,Understand: sensory processing and the brain,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:cells-and-organisms/x0c5bb03129646fd6:sensory-processing-and-the-brain/e/understand-sensory-processing-and-the-brain
NGSS.MS,MS-LS1-6,Construct a scientific explanation based on evidence for the role of photosynthesis in the cycling of matter and flow of energy into and out of organisms.,Exercise,Apply: photosynthesis in organisms,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-organisms/x0c5bb03129646fd6:photosynthesis-in-organisms/e/apply-photosynthesis-in-organisms
NGSS.MS,MS-LS1-6,Construct a scientific explanation based on evidence for the role of photosynthesis in the cycling of matter and flow of energy into and out of organisms.,Video,Photosynthesis in ecosystems,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-ecosystems/x0c5bb03129646fd6:photosynthesis-in-ecosystems/v/photosynthesis-in-ecosystems-ms
NGSS.MS,MS-LS1-6,Construct a scientific explanation based on evidence for the role of photosynthesis in the cycling of matter and flow of energy into and out of organisms.,Article,Photosynthesis in ecosystems,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-ecosystems/x0c5bb03129646fd6:photosynthesis-in-ecosystems/a/photosynthesis-in-ecosystems
NGSS.MS,MS-LS1-6,Construct a scientific explanation based on evidence for the role of photosynthesis in the cycling of matter and flow of energy into and out of organisms.,Video,Photosynthesis in organisms,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-organisms/x0c5bb03129646fd6:photosynthesis-in-organisms/v/ms-photosynthesis-in-organisms
NGSS.MS,MS-LS1-6,Construct a scientific explanation based on evidence for the role of photosynthesis in the cycling of matter and flow of energy into and out of organisms.,Article,Photosynthesis in organisms,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-organisms/x0c5bb03129646fd6:photosynthesis-in-organisms/a/photosynthesis-in-organisms
NGSS.MS,MS-LS1-6,Construct a scientific explanation based on evidence for the role of photosynthesis in the cycling of matter and flow of energy into and out of organisms.,Exercise,Understand: photosynthesis in ecosystems,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-ecosystems/x0c5bb03129646fd6:photosynthesis-in-ecosystems/e/understand-photosynthesis-in-ecosystems
NGSS.MS,MS-LS1-6,Construct a scientific explanation based on evidence for the role of photosynthesis in the cycling of matter and flow of energy into and out of organisms.,Exercise,Understand: photosynthesis in organisms,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-organisms/x0c5bb03129646fd6:photosynthesis-in-organisms/e/understand-photosynthesis-in-organisms
NGSS.MS,MS-LS1-7,Develop a model to describe how food is rearranged through chemical reactions forming new molecules that support growth and/or release energy as this matter moves through an organism.,Article,Activity: How can measuring cellular respiration help us reach a fitness goal?,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:teacher-resources/x0c5bb03129646fd6:hands-on-biology-activities/a/activity-how-can-measuring-cellular-respiration-help-us-reach-a-fitness-goal
NGSS.MS,MS-LS1-7,Develop a model to describe how food is rearranged through chemical reactions forming new molecules that support growth and/or release energy as this matter moves through an organism.,Exercise,Apply: food and energy in organisms,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-organisms/x0c5bb03129646fd6:food-and-energy-in-organisms/e/apply-food-and-energy-in-organisms
NGSS.MS,MS-LS1-7,Develop a model to describe how food is rearranged through chemical reactions forming new molecules that support growth and/or release energy as this matter moves through an organism.,Video,Cellular respiration,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-organisms/x0c5bb03129646fd6:food-and-energy-in-organisms/v/cellular-respiration-ms
NGSS.MS,MS-LS1-7,Develop a model to describe how food is rearranged through chemical reactions forming new molecules that support growth and/or release energy as this matter moves through an organism.,Article,Cellular respiration,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-organisms/x0c5bb03129646fd6:food-and-energy-in-organisms/a/cellular-respiration
NGSS.MS,MS-LS1-7,Develop a model to describe how food is rearranged through chemical reactions forming new molecules that support growth and/or release energy as this matter moves through an organism.,Video,Food and energy in organisms,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-organisms/x0c5bb03129646fd6:food-and-energy-in-organisms/v/food-and-energy-in-organisms-ms
NGSS.MS,MS-LS1-7,Develop a model to describe how food is rearranged through chemical reactions forming new molecules that support growth and/or release energy as this matter moves through an organism.,Article,Food and energy in organisms,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-organisms/x0c5bb03129646fd6:food-and-energy-in-organisms/a/food-and-energy-in-organisms
NGSS.MS,MS-LS1-7,Develop a model to describe how food is rearranged through chemical reactions forming new molecules that support growth and/or release energy as this matter moves through an organism.,Exercise,Understand: food and energy in organisms,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-organisms/x0c5bb03129646fd6:food-and-energy-in-organisms/e/understand-food-and-energy-in-organisms
NGSS.MS,MS-LS2-1,Analyze and interpret data to provide evidence for the effects of resource availability on organisms and populations of organisms in an ecosystem.,Exercise,"Apply: populations, communities, and ecosystems",https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:interactions-in-ecosystems/x0c5bb03129646fd6:populations-communities-and-ecosystems/e/apply-populations-communities-and-ecosystems
NGSS.MS,MS-LS2-1,Analyze and interpret data to provide evidence for the effects of resource availability on organisms and populations of organisms in an ecosystem.,Exercise,Apply: resources and population growth,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:interactions-in-ecosystems/x0c5bb03129646fd6:resources-and-population-growth/e/apply-resources-and-population-growth
NGSS.MS,MS-LS2-1,Analyze and interpret data to provide evidence for the effects of resource availability on organisms and populations of organisms in an ecosystem.,Video,"Populations, communities, and ecosystems",https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:interactions-in-ecosystems/x0c5bb03129646fd6:populations-communities-and-ecosystems/v/ms-populations-communities-and-ecosystems
NGSS.MS,MS-LS2-1,Analyze and interpret data to provide evidence for the effects of resource availability on organisms and populations of organisms in an ecosystem.,Article,"Populations, communities, and ecosystems",https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:interactions-in-ecosystems/x0c5bb03129646fd6:populations-communities-and-ecosystems/a/populations-communities-and-ecosystems
NGSS.MS,MS-LS2-1,Analyze and interpret data to provide evidence for the effects of resource availability on organisms and populations of organisms in an ecosystem.,Video,Resources and population growth,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:interactions-in-ecosystems/x0c5bb03129646fd6:resources-and-population-growth/v/ms-resources-and-population-growth
NGSS.MS,MS-LS2-1,Analyze and interpret data to provide evidence for the effects of resource availability on organisms and populations of organisms in an ecosystem.,Article,Resources and population growth,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:interactions-in-ecosystems/x0c5bb03129646fd6:resources-and-population-growth/a/resources-and-population-growth
NGSS.MS,MS-LS2-1,Analyze and interpret data to provide evidence for the effects of resource availability on organisms and populations of organisms in an ecosystem.,Exercise,Understand: resources and population growth,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:interactions-in-ecosystems/x0c5bb03129646fd6:resources-and-population-growth/e/understand-resources-and-population-growth
NGSS.MS,MS-LS2-3,Develop a model to describe the cycling of matter and flow of energy among living and nonliving parts of an ecosystem.,Article,Activity: What happens when a food web is disturbed?,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:teacher-resources/x0c5bb03129646fd6:hands-on-biology-activities/a/activity-what-happens-when-a-food-web-is-disturbed
NGSS.MS,MS-LS2-3,Develop a model to describe the cycling of matter and flow of energy among living and nonliving parts of an ecosystem.,Exercise,Apply: matter and energy in food webs,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-ecosystems/x0c5bb03129646fd6:matter-and-energy-in-foodwebs/e/apply-matter-and-energy-in-food-webs
NGSS.MS,MS-LS2-3,Develop a model to describe the cycling of matter and flow of energy among living and nonliving parts of an ecosystem.,Video,Matter and energy in food webs,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-ecosystems/x0c5bb03129646fd6:matter-and-energy-in-foodwebs/v/matter-and-energy-in-food-webs-ms
NGSS.MS,MS-LS2-3,Develop a model to describe the cycling of matter and flow of energy among living and nonliving parts of an ecosystem.,Article,Matter and energy in food webs,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-ecosystems/x0c5bb03129646fd6:matter-and-energy-in-foodwebs/a/matter-and-energy-in-food-webs
NGSS.MS,MS-LS2-3,Develop a model to describe the cycling of matter and flow of energy among living and nonliving parts of an ecosystem.,Exercise,Understand: matter and energy in food webs,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-ecosystems/x0c5bb03129646fd6:matter-and-energy-in-foodwebs/e/understand-matter-and-energy-in-food-webs
NGSS.MS,MS-LS2-3,Develop a model to describe the cycling of matter and flow of energy among living and nonliving parts of an ecosystem.,Video,Worked example: analyzing a generic food web,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-ecosystems/x0c5bb03129646fd6:matter-and-energy-in-foodwebs/v/worked-example-analyzing-a-generic-food-web
NGSS.MS,MS-LS2-3,Develop a model to describe the cycling of matter and flow of energy among living and nonliving parts of an ecosystem.,Video,Worked example: analyzing an ocean food web,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-ecosystems/x0c5bb03129646fd6:matter-and-energy-in-foodwebs/v/worked-example-analyzing-an-ocean-food-web
NGSS.MS,MS-LS2-4,Construct an argument supported by empirical evidence that changes to physical or biological components of an ecosystem affect populations.,Exercise,Apply: ecosystem dynamics,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:ecosystems-and-biodiversity/x0c5bb03129646fd6:ecosystem-dynamics/e/apply-ecosystem-dynamics
NGSS.MS,MS-LS2-4,Construct an argument supported by empirical evidence that changes to physical or biological components of an ecosystem affect populations.,Article,Ecosystem dynamics,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:ecosystems-and-biodiversity/x0c5bb03129646fd6:ecosystem-dynamics/a/ecosystem-dynamics
NGSS.MS,MS-LS2-4,Construct an argument supported by empirical evidence that changes to physical or biological components of an ecosystem affect populations.,Video,Ecosystem dynamics: Clark's nutcrackers and the white bark pine,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:ecosystems-and-biodiversity/x0c5bb03129646fd6:ecosystem-dynamics/v/ecosystem-dynamics-clarks-nutcrackers-and-the-white-bark-pine
NGSS.MS,MS-LS2-4,Construct an argument supported by empirical evidence that changes to physical or biological components of an ecosystem affect populations.,Exercise,Understand: ecosystem dynamics,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:ecosystems-and-biodiversity/x0c5bb03129646fd6:ecosystem-dynamics/e/understand-ecosystem-dynamics
NGSS.MS,MS-LS1.C.1,"Plants, algae (including phytoplankton), and many microorganisms use the energy from light to make sugars (food) from carbon dioxide from the atmosphere and water through the process of photosynthesis, which also releases oxygen. These sugars can be used immediately or stored for growth or later use.",Exercise,Apply: photosynthesis in organisms,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-organisms/x0c5bb03129646fd6:photosynthesis-in-organisms/e/apply-photosynthesis-in-organisms
NGSS.MS,MS-LS1.C.1,"Plants, algae (including phytoplankton), and many microorganisms use the energy from light to make sugars (food) from carbon dioxide from the atmosphere and water through the process of photosynthesis, which also releases oxygen. These sugars can be used immediately or stored for growth or later use.",Video,Photosynthesis in ecosystems,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-ecosystems/x0c5bb03129646fd6:photosynthesis-in-ecosystems/v/photosynthesis-in-ecosystems-ms
NGSS.MS,MS-LS1.C.1,"Plants, algae (including phytoplankton), and many microorganisms use the energy from light to make sugars (food) from carbon dioxide from the atmosphere and water through the process of photosynthesis, which also releases oxygen. These sugars can be used immediately or stored for growth or later use.",Article,Photosynthesis in ecosystems,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-ecosystems/x0c5bb03129646fd6:photosynthesis-in-ecosystems/a/photosynthesis-in-ecosystems
NGSS.MS,MS-LS1.C.1,"Plants, algae (including phytoplankton), and many microorganisms use the energy from light to make sugars (food) from carbon dioxide from the atmosphere and water through the process of photosynthesis, which also releases oxygen. These sugars can be used immediately or stored for growth or later use.",Video,Photosynthesis in organisms,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-organisms/x0c5bb03129646fd6:photosynthesis-in-organisms/v/ms-photosynthesis-in-organisms
NGSS.MS,MS-LS1.C.1,"Plants, algae (including phytoplankton), and many microorganisms use the energy from light to make sugars (food) from carbon dioxide from the atmosphere and water through the process of photosynthesis, which also releases oxygen. These sugars can be used immediately or stored for growth or later use.",Article,Photosynthesis in organisms,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-organisms/x0c5bb03129646fd6:photosynthesis-in-organisms/a/photosynthesis-in-organisms
NGSS.MS,MS-LS1.C.1,"Plants, algae (including phytoplankton), and many microorganisms use the energy from light to make sugars (food) from carbon dioxide from the atmosphere and water through the process of photosynthesis, which also releases oxygen. These sugars can be used immediately or stored for growth or later use.",Exercise,Understand: photosynthesis in ecosystems,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-ecosystems/x0c5bb03129646fd6:photosynthesis-in-ecosystems/e/understand-photosynthesis-in-ecosystems
NGSS.MS,MS-LS1.C.1,"Plants, algae (including phytoplankton), and many microorganisms use the energy from light to make sugars (food) from carbon dioxide from the atmosphere and water through the process of photosynthesis, which also releases oxygen. These sugars can be used immediately or stored for growth or later use.",Exercise,Understand: photosynthesis in organisms,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-organisms/x0c5bb03129646fd6:photosynthesis-in-organisms/e/understand-photosynthesis-in-organisms
NGSS.MS,MS-LS1.C.2,"Within individual organisms, food moves through a series of chemical reactions in which it is broken down and rearranged to form new molecules, to support growth, or to release energy.",Article,Activity: How can measuring cellular respiration help us reach a fitness goal?,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:teacher-resources/x0c5bb03129646fd6:hands-on-biology-activities/a/activity-how-can-measuring-cellular-respiration-help-us-reach-a-fitness-goal
NGSS.MS,MS-LS1.C.2,"Within individual organisms, food moves through a series of chemical reactions in which it is broken down and rearranged to form new molecules, to support growth, or to release energy.",Exercise,Apply: food and energy in organisms,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-organisms/x0c5bb03129646fd6:food-and-energy-in-organisms/e/apply-food-and-energy-in-organisms
NGSS.MS,MS-LS1.C.2,"Within individual organisms, food moves through a series of chemical reactions in which it is broken down and rearranged to form new molecules, to support growth, or to release energy.",Video,Cellular respiration,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-organisms/x0c5bb03129646fd6:food-and-energy-in-organisms/v/cellular-respiration-ms
NGSS.MS,MS-LS1.C.2,"Within individual organisms, food moves through a series of chemical reactions in which it is broken down and rearranged to form new molecules, to support growth, or to release energy.",Article,Cellular respiration,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-organisms/x0c5bb03129646fd6:food-and-energy-in-organisms/a/cellular-respiration
NGSS.MS,MS-LS1.C.2,"Within individual organisms, food moves through a series of chemical reactions in which it is broken down and rearranged to form new molecules, to support growth, or to release energy.",Video,Food and energy in organisms,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-organisms/x0c5bb03129646fd6:food-and-energy-in-organisms/v/food-and-energy-in-organisms-ms
NGSS.MS,MS-LS1.C.2,"Within individual organisms, food moves through a series of chemical reactions in which it is broken down and rearranged to form new molecules, to support growth, or to release energy.",Article,Food and energy in organisms,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-organisms/x0c5bb03129646fd6:food-and-energy-in-organisms/a/food-and-energy-in-organisms
NGSS.MS,MS-LS1.C.2,"Within individual organisms, food moves through a series of chemical reactions in which it is broken down and rearranged to form new molecules, to support growth, or to release energy.",Exercise,Understand: food and energy in organisms,https://www.khanacademy.org/science/ms-biology/x0c5bb03129646fd6:matter-and-energy-in-organisms/x0c5bb03129646fd6:food-and-energy-in-organisms/e/understand-food-and-energy-in-organisms
